account_length,number_vmail_messages,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,number_customer_service_calls,churn
44,0,34.44,13.86,12.06,2.24,0,0
58,0,29.65,22.59,8.21,0,4,0
108,0,35.8,13.96,9.06,2.54,0,0
132,0,20.66,21.51,8.81,2.89,1,0
80,0,21.73,15.44,8.88,4.29,2,0
162,0,22.98,20.57,11.11,2.75,2,0
110,0,16.9,23.38,9.54,4.51,2,0
96,0,47.07,20.99,11.45,2.78,1,1
168,0,27.78,20.41,7.38,3.13,2,1
72,0,48.86,20,13.14,1.35,4,1
125,23,20.49,19.36,7.13,2.75,1,0
170,0,31.3,17.42,10.09,2.65,2,0
71,0,31.45,19.76,8.6,4.02,3,0
124,0,27.35,12.26,5.42,3.48,1,0
68,0,35.29,21.39,8.62,2.94,2,0
97,0,35.56,0,7.89,3.19,1,0
98,0,26.93,26.06,6.49,0.57,1,0
24,0,25.33,11.14,10.74,2.32,2,1
136,0,34.77,17.75,10.08,2.65,0,0
44,0,49.1,14.95,9.69,2.57,0,1
96,40,18.46,17.54,5.68,3.62,0,0
31,0,16.58,22.13,3.99,1.89,1,0
72,0,28.31,22.19,11.82,3.59,0,0
24,0,26.55,7.65,9.23,1.97,1,0
112,31,38.28,21.83,11.24,3.11,4,0
117,0,48.86,22.07,6.89,2.7,1,1
137,19,29.8,20.51,9.51,2.11,0,0
136,0,17.36,18.66,3.32,2.65,0,0
95,0,26.84,22.07,10.35,3.78,0,0
82,19,24.91,20.94,8.96,1.11,1,0
145,0,41.79,24.37,10.83,2.43,1,1
56,0,30.21,18.33,10.65,2.84,1,0
155,0,42.64,12.96,6.66,2.7,2,0
133,0,20.03,16.93,10.98,3.19,0,1
53,0,20.35,16.12,11.53,3.48,2,0
123,0,41.17,19.22,12.09,2.21,5,1
136,0,27.78,21.19,11.24,2.65,7,0
57,0,27.37,17.68,9.36,2.27,3,0
62,0,21.88,14.41,8.71,2.78,1,0
112,0,13.87,22.79,6.34,2.32,1,0
55,20,35.31,16.97,9.74,1.97,1,0
95,0,21.86,18.38,11.49,1.7,6,1
125,0,39.66,17.83,9.48,2.46,1,0
1,0,30.96,11.47,6.85,2.7,5,1
98,36,28.56,13.87,7.77,2.16,6,1
105,0,42.77,14.88,8.3,1.46,1,0
113,30,31.25,15.59,10.58,3.13,0,0
99,0,43.59,18.23,10.52,2.13,3,1
103,0,30.63,8.3,8.18,2.27,1,0
177,0,38.73,13.75,9.76,2.16,1,0
149,20,25.13,23.53,6.75,2.75,0,0
160,0,39.93,23.02,9.87,3.75,1,1
116,0,18.85,18.14,8.38,2.13,2,0
90,22,21.17,19.69,10,1.73,1,0
148,0,39.7,15.95,5.5,2.59,0,1
147,35,33.54,11.99,9.54,2.73,2,1
95,0,9.89,17.18,9.47,2.81,0,0
201,0,36.16,19.14,8.78,1.89,1,0
80,0,25.76,11.19,10.59,3.19,0,0
122,0,24.87,18.59,10.62,3.11,1,0
132,0,33.17,12.65,10.1,1.81,0,0
83,0,35.51,18.26,11.16,3.51,1,0
99,0,23.07,17.71,9.4,2.38,7,1
84,0,38.4,23.43,9.06,3.86,3,1
46,0,20.77,14.21,8.77,2.62,1,0
87,0,26.06,19.08,12.3,2.4,2,0
150,0,36.38,16.35,10.92,2.13,1,0
73,0,33.12,14.21,4.51,2.92,1,0
7,0,35.14,23.89,7.13,2.97,3,0
89,12,31.96,12.86,9.09,2.84,2,0
131,0,20.79,10.1,6.66,3.7,3,1
105,0,44.08,14.89,10.01,3.24,3,0
108,0,19.57,17.96,6.12,3.73,2,1
47,28,29.39,11.7,9.17,2.24,1,0
101,0,26.59,11.08,9.33,1.97,1,0
182,24,21.78,12.19,8.59,3.13,1,0
161,0,33.42,14.47,8.74,3.38,1,0
128,0,38.74,25.72,8.62,1.49,1,1
69,31,33.13,16.29,6.89,3.56,2,0
113,34,7.63,11.41,7.58,3.59,1,0
87,30,44.68,18.34,6.97,2.11,0,0
71,0,35.9,21.48,10.16,3.32,0,0
76,0,34.68,19.13,10.81,2.59,1,0
87,0,37.94,10.84,13.02,3.92,3,0
117,0,20.23,15.94,8.52,3.11,1,0
177,0,45.24,19.14,10.11,2.4,3,1
95,0,22.85,12.95,10.64,2.54,1,0
76,0,29.09,21.86,4.12,4.37,1,0
66,0,28.99,21.62,8.88,2.84,2,0
110,0,30.35,12.49,9.77,2.67,1,0
204,0,34.88,13.16,8.61,3.81,3,0
32,31,39.58,15.6,9.31,3.51,0,0
133,39,40.78,21.57,5.79,1.81,5,0
185,0,9.45,24.54,5,3.27,2,0
103,37,26.1,20.56,11.01,2.86,1,0
91,0,18.67,16.12,9.3,3,1,0
131,0,33.34,15.77,11.25,1.4,2,0
153,0,28.36,12.2,9.48,3.19,0,0
132,25,19.24,22.94,10.31,1.92,2,0
148,0,34.51,12.83,11.05,3.94,1,0
141,0,41.28,19.9,9.52,1.62,5,0
105,0,26.61,11.92,10.23,3.29,2,0
169,0,45.34,13.45,12.95,3.73,3,1
127,23,30.94,18.37,7.06,2.65,1,0
57,0,14.6,16.48,10.42,2.73,0,0
123,33,24.92,9.76,9.92,0.78,0,0
103,35,18.79,17.71,3.93,3.75,4,1
101,0,20.16,16.97,2.4,3.11,1,0
123,22,33.59,6.8,5.44,4.21,2,0
78,32,35.75,16.34,11.07,2.92,6,0
101,28,37.45,24.29,9.14,2.54,4,0
129,0,25.5,19.75,11.75,3.38,1,0
67,34,27.49,17.65,9.26,2.48,0,0
37,0,32.54,14.23,9.74,3.78,3,0
64,0,24.94,12.61,10.74,3.38,3,0
173,0,18.6,8.61,7.53,2.11,1,0
135,0,24.5,21.23,9.51,3.67,1,0
75,42,42.31,14.52,4.7,3.02,1,0
88,0,14.57,18.84,8.58,3.13,4,1
112,0,36.52,17.82,7.4,2.54,3,0
113,0,27.01,20.64,11.15,1.76,0,0
121,28,18.7,12.03,10.68,1.73,2,0
70,0,25.98,15.61,6.83,2.84,1,0
90,0,24.75,16.75,13.25,2.84,0,0
39,0,15.86,16.97,9.28,1.76,0,0
142,0,36.86,15.96,6.21,2.24,0,0
176,0,34.32,13.15,7.4,2.43,1,0
105,0,24.89,19.13,10.35,2.3,1,0
57,0,46.36,19.12,8.02,2.84,2,1
110,0,3.21,21.96,4.93,4,1,0
88,0,29.38,16.44,4.03,3.46,2,0
95,0,32.33,13.35,8.17,3.78,0,0
147,0,22.2,17.69,9.21,4.21,3,0
101,0,26.93,15.98,9.89,3.65,4,1
115,0,28.31,20.08,9.25,4.21,1,0
103,0,21.98,17.24,10.49,3.48,2,0
82,0,33.88,16.44,11.45,1.89,0,0
141,0,31.47,19.81,6.85,2.46,0,0
149,0,29.82,16.78,8.47,2.62,2,0
131,0,44.78,12.91,9.83,2.89,2,0
119,0,16.01,22.45,9.17,1.97,1,0
112,0,32.2,18.62,7.56,1.92,3,0
116,35,20.06,14.21,9.26,3.19,2,0
94,0,36.06,16.1,15.85,2.27,3,0
90,0,37.74,15.9,12.7,3.35,2,0
114,31,37.88,15.34,6.81,3.51,0,0
63,25,32.3,9.91,6.37,3.29,1,0
130,0,46.21,20.16,9.45,2.35,4,1
122,29,33.22,22.8,7.56,2.27,3,0
166,0,33.93,18.22,8.86,1.94,3,0
62,0,17,14.75,9.81,2.73,0,0
78,21,27.3,18.96,5.58,2.57,2,0
148,26,26.98,13.64,9.82,2.67,1,0
154,0,26.27,18.21,8.01,3.24,3,1
110,34,32.69,10.99,6.13,1.7,1,0
75,0,51.87,15.98,10.59,2.3,0,1
84,38,32.81,13.06,11.72,2,2,0
113,0,12.33,17.34,5.31,1.78,1,0
181,40,17.88,29.01,7.46,1.7,2,0
51,0,30.69,11.45,7.68,2.7,2,0
102,29,36.5,26.72,12.61,3.86,0,0
107,0,14.76,9.19,9.19,3.56,1,0
88,0,22.36,14.86,8.29,2.13,5,1
82,0,23.02,20.15,5.32,4.73,0,0
204,0,29.63,21.6,7.94,1.59,6,0
130,0,34.66,16.3,5.96,3.27,3,0
174,0,40.04,12.1,14.25,3.38,0,0
129,0,26.69,21.84,8.35,3.27,2,0
190,0,19.02,18.96,10.94,2.7,3,0
54,0,40.17,12.99,7.21,3.02,3,0
78,0,27.81,24.09,11.79,2.32,0,0
100,29,36.31,14.95,9.32,2.4,1,0
70,30,24.38,14.45,5.76,2.54,3,0
111,0,13.31,16.85,11.18,3.27,1,0
117,0,16.51,19.38,10.8,2.86,1,0
68,0,16,12.55,9.61,2.73,0,0
27,0,38.47,23.32,10.92,2.21,2,1
91,0,22.75,13.5,8.53,2.84,1,0
181,27,32.35,21.17,9.71,2.86,1,0
118,36,50.13,14.08,8.51,2.65,3,0
112,0,31.52,16.27,6.48,2.7,2,0
93,0,30.52,16.31,7.45,3.24,0,0
102,0,26.86,17.67,8.57,2.73,0,0
93,0,29.41,16.18,13.05,2.81,0,0
107,32,22.81,18.01,7.54,2.21,1,0
100,32,21.28,19.63,8.64,3.4,3,0
115,0,33.3,19.3,14.09,3.56,2,0
63,13,36.41,15.4,7.83,2.78,0,0
57,0,37.59,20.12,11.35,2.57,0,0
119,26,22.44,14.73,9.16,3.13,1,0
73,0,26.79,16.86,16.42,2.46,1,0
98,30,18.75,15.5,8.27,2.97,2,0
139,0,27.46,16.4,7.57,3.02,0,0
31,28,29.21,20.46,11.05,2.86,1,0
129,32,35.87,13.18,10.57,3.08,1,0
115,0,23.68,16.35,6.8,2.51,7,1
108,0,49.57,18.79,10.31,3.78,2,1
139,0,23.63,11.3,12.24,3.27,0,0
102,0,39.92,16.93,7.34,2.7,4,0
149,0,31.89,17.12,11.89,2.38,1,0
113,0,27.17,17.86,7.88,3.54,2,0
131,33,30.11,16.49,11.4,1.4,1,0
83,0,20.04,13.63,10.59,3.08,0,0
96,21,42.09,21.79,7.14,2.92,2,0
98,0,28.88,11.76,6.42,2.3,1,0
3,0,31.45,17.31,7.67,3.81,3,0
77,17,34.83,17.09,9.89,3.05,0,0
75,24,38.34,15.47,12.19,2.54,3,0
40,0,28.85,12.02,11.39,2.84,4,1
108,0,40.68,18.99,11.31,2.86,0,0
100,0,19.26,16.82,12.8,3.16,4,1
16,0,27.52,19.56,6.7,2.75,3,0
115,16,22.66,15.78,7.27,1.51,2,0
108,25,29.02,9.34,7.46,2.35,3,0
107,0,32.25,13.27,10.98,2.24,5,0
161,0,54.79,19.58,10.87,2.11,2,1
147,0,21.15,27.28,7.07,2.81,2,0
107,0,24.97,9.72,5.15,3.08,3,0
120,0,32.74,17.54,12.74,2.92,1,0
107,36,16.37,15.27,7.48,2.78,1,0
58,0,22.42,14.25,9.27,3.97,3,0
91,0,25.02,14.89,6.13,3.59,2,0
13,0,24.33,20.37,9.98,1.92,2,0
104,0,47.67,15.25,6.78,4.1,5,0
93,31,40.32,18.11,8.67,2.89,1,0
95,0,31.31,15.44,6.45,3.46,2,0
104,0,18.55,15.9,9.75,2.7,3,0
35,0,23.48,13.45,9.71,2.78,5,1
62,0,31.76,17.65,8.78,2.38,3,0
143,0,26.42,24.73,10.28,3.75,1,0
62,0,41.7,10.45,10.28,2.3,4,0
60,0,35,23.58,9.09,2.97,0,1
41,0,35.22,18.2,8.69,3.21,1,0
34,14,25.76,21.14,8.99,2.89,2,0
56,0,37.72,23.65,12.96,1.92,0,1
183,0,32.3,20.96,13.69,2.57,1,0
94,0,37.54,13.28,8.46,2.84,2,0
73,47,29.53,17.34,7.86,1.7,2,0
123,0,19.52,12.75,12.09,2.59,2,0
64,0,19.35,16.35,9.67,2.81,3,0
127,0,24.34,15.26,7.73,1.67,4,1
33,0,31.35,17.32,10.68,2.51,3,0
27,0,38.66,21.08,2.76,2.11,1,0
123,0,38.08,17.91,10.44,0.57,0,0
148,0,36.75,15.78,13.5,2.7,2,0
81,0,22.08,19.56,6.32,3.59,0,0
122,30,39.12,24.45,7.97,1.86,2,0
52,0,34.75,23.22,8.08,2.97,1,0
91,44,36.82,14.71,10.89,2.46,1,0
54,0,42.08,19.16,10.99,2.75,2,1
152,0,38.78,11.59,8.88,2.43,1,0
201,0,38.4,25.42,11.31,3.02,1,1
78,0,17.6,10.02,9.05,3.24,4,1
67,0,19.64,21.44,9.4,2.03,0,0
100,0,37.2,12.61,12.5,2.62,1,0
41,0,38.05,20.81,10.07,3.32,3,0
133,0,24.45,15.64,12.4,3.48,3,0
36,43,5.08,10.97,14.67,2.32,2,0
51,28,47.04,17.31,11.08,2.24,0,0
122,0,24.04,12.44,5.54,2.19,0,0
84,41,26.16,11.96,9.8,3.46,1,0
91,0,32.39,17.47,5.88,3.73,0,0
110,0,32.74,15.21,9.66,2.54,1,0
91,0,25.81,8.81,7.03,3.29,1,0
121,0,36.65,16.4,6.48,2.73,5,0
109,0,30.6,19.47,6.27,2.11,3,0
95,0,26.74,16.79,5.77,2.27,2,0
72,0,33.41,13.48,12.12,1.84,0,0
73,0,40.85,13.81,10.44,3.21,0,0
108,0,32.86,13.15,7.87,2.54,3,0
58,39,36.02,23.32,9.47,1.46,1,0
148,0,37.18,13.23,12.48,2.21,1,0
76,0,41.96,17.54,9.38,3.56,0,1
103,0,29.7,12.58,7.57,4.27,6,1
87,0,40.8,11.4,8.51,2.51,0,1
35,37,30.8,15.1,10.26,1.35,2,0
88,0,19.33,14.03,6.37,2.92,1,0
67,41,29.7,13.65,6.99,3.62,0,0
77,29,35.89,19,6.68,2.62,2,0
124,0,28.78,15.18,10.9,3.29,1,0
30,0,42.06,14.95,12.93,3.05,0,0
53,32,22.3,19.33,8.05,3.46,2,0
152,0,27.44,13.91,6.89,3.19,1,0
100,0,18.22,7.38,7.03,2.62,1,0
59,32,36.02,17.25,9.61,2.38,1,0
143,0,27.27,24.3,8.21,1.86,3,0
142,40,39.22,21.83,11.88,1.73,1,0
105,0,39.54,21.54,6.93,2.84,1,0
111,0,50.1,25.04,11.7,2.92,1,1
143,0,22.68,19.03,8.12,2.75,1,0
93,22,52.05,16.12,10.81,3.16,0,0
79,0,40.26,15.84,5.71,2.81,2,0
68,24,21.37,23.45,9.65,3.83,3,1
93,0,28.63,23.46,8.83,3.08,1,0
103,0,12.05,11.43,7.6,3.24,2,0
144,38,17.85,10.35,9.97,1,0,0
93,0,25.86,18.32,11.81,3.24,1,0
149,0,30.75,16.57,8.9,2.38,3,0
23,31,26.62,13.73,13.26,2.54,1,0
221,24,30.69,19.05,9.26,0.65,0,0
164,30,40.6,19.55,9.28,3.56,1,0
104,18,30.96,18.16,8.69,3.62,2,0
150,35,23.73,28.29,9.62,2.38,2,0
184,12,34.05,21.56,6.72,2.75,0,0
88,0,26.1,21.39,8.2,2.3,1,0
61,29,21.79,14.59,11.29,3.16,3,0
110,0,27.12,17.2,11.52,4.51,2,0
115,0,38.49,23.53,9.6,3.32,3,1
33,0,42.82,16.54,9.5,2.27,2,0
100,0,44.97,16.49,11.82,2.03,2,1
209,0,26.13,16.03,9.04,2.89,0,0
27,0,39.46,17.92,7.44,4.05,5,0
117,0,34.32,18.05,7.96,2.11,1,0
87,0,31.77,15.52,6.44,1.13,1,0
129,27,33.42,15.35,11.03,1.78,1,0
142,0,39.46,14.3,8.88,2.67,1,0
112,0,28.22,6.34,11.16,1.7,0,0
75,28,34.1,13.95,7.63,0.68,1,0
97,25,23.97,18.02,7.88,1.32,3,0
121,34,41.65,18.44,5.06,2.03,0,0
142,0,23.94,19.43,6.88,2.94,1,0
121,0,43.37,22.69,8.9,2.38,3,1
87,33,21.25,20,9.69,2.75,2,0
34,0,30.7,23.83,13.16,1.35,1,0
177,0,42.28,14.65,8.64,3.05,1,1
58,30,30.28,20.12,11.88,2.27,0,0
113,0,20.77,11.19,7.63,2.78,5,1
101,0,39.32,19.1,9.66,1.94,1,0
89,0,18.9,10.38,8.14,3.4,3,0
77,44,17.54,20.09,9.16,3.21,0,1
146,0,23.53,13.51,2.13,1.05,4,1
93,0,24.87,18.41,10.49,3.11,0,0
160,0,35.07,20.49,10.25,3.16,0,0
55,0,22.44,23.77,8.1,3.65,0,0
88,0,46.68,13.69,8.75,2.48,2,0
63,0,31.5,19.15,8.74,3.16,0,0
127,24,26.32,15.06,9.34,2.43,1,0
57,30,30.46,24.07,10.26,3.97,1,0
138,0,48.65,15.91,6.58,2.97,2,1
115,0,45.56,13.06,10.45,4.59,3,0
171,0,23.38,16.84,13.17,3.59,2,0
148,0,41.31,16.3,5.3,3.62,2,0
127,0,22.93,18.83,5.12,4.05,1,0
61,0,39.81,18.42,5.88,3.75,1,0
131,0,29.77,14.61,5.9,1.97,1,0
88,0,24.17,22.3,6.26,2.73,1,0
130,0,22.51,17.03,9.11,1.62,2,0
89,24,16.63,17.61,9.65,1.59,0,0
82,0,45.37,19.52,11.33,2.97,3,1
138,33,26.38,22.81,8.39,2.62,3,0
115,0,34.03,20.82,8.59,2.38,1,0
84,0,49.15,19.87,10.06,3.43,2,1
117,0,33.73,21.21,7.33,2.84,1,0
60,0,30.65,17.68,8.15,3.46,2,0
62,0,14.67,20.29,10.73,3.38,2,0
133,0,50.15,19.01,10.32,3.48,2,1
131,0,40.95,14.23,14.5,3.97,3,0
65,0,35.31,18.49,5.65,2.16,1,0
120,27,21.85,13.91,10.93,0,1,0
142,22,38.15,12.41,10.86,2.38,1,0
134,0,28.03,10.75,10.73,2.7,2,0
87,0,40.46,13.98,12.71,2.86,2,0
139,43,39.27,18.9,6.66,2.24,2,0
76,0,18.24,20.25,12.23,2.7,4,1
100,0,31.45,15.51,12.37,1.38,1,0
99,31,41.5,17.29,10.53,2.08,3,0
99,0,40.53,20.95,8.93,3.35,3,0
48,27,23.99,19.1,7.84,3.56,1,0
57,0,26.88,9.79,8.21,3.19,0,0
106,30,37.42,18.89,7.13,3.54,0,0
170,42,33.92,11.48,8.31,2.94,4,1
78,0,18.62,24.32,11.14,1.32,1,0
39,0,31.82,9.75,4.71,3.56,1,0
127,0,18.34,15.9,9.83,0,0,0
119,22,29.26,19.01,6.75,3.75,1,1
114,0,34.65,7.46,7.48,3.16,1,0
95,0,27.2,18.3,8.5,2.46,0,0
116,0,8.69,17.73,8.91,3.32,1,0
110,0,38.71,14.45,5.79,3.16,1,0
74,0,34.65,17.43,6.97,2.43,1,0
148,33,41.09,14.09,7.23,3.05,1,0
83,0,13.28,20.34,6.5,3.32,1,0
73,0,31.93,12.68,9.06,2.97,2,0
111,21,21.61,19.41,7.5,1.92,1,0
84,0,47.6,17.19,7.06,2.81,0,1
75,0,26.04,17.92,6.91,2.11,1,0
114,26,23.31,13.23,11.14,3.11,2,0
71,0,31.64,16.88,9.29,3.73,4,1
58,22,38.1,20.3,7.84,3.11,2,0
106,29,14.21,17.33,10.33,2.19,1,0
172,0,34.66,19.89,7.23,4.81,4,0
45,0,35.92,14.08,11.97,3.59,1,0
100,0,37.3,19.18,11.49,3.24,4,0
94,0,32.37,7.82,10.12,3.67,2,0
128,0,25.11,24.08,8.47,1.86,2,0
181,0,39.08,12.27,11.81,3.83,2,0
127,0,17.48,12.21,8.61,2.7,1,0
89,0,30.38,19.86,5.94,2.46,1,0
149,18,25.25,9.73,8.02,1.76,0,0
103,29,27.9,18.62,9.91,3.32,0,0
163,0,33.52,16.02,9.5,2.11,1,0
52,0,21.23,25.54,8.66,3.13,2,0
89,0,19.62,17.84,12.64,4.29,3,0
122,0,23.8,16.69,5.4,2.62,4,1
60,0,32.96,7.23,9.45,3.56,3,0
62,0,54.59,22.57,8.12,3.11,4,1
117,0,20.13,21.19,10.22,3.67,5,1
159,0,28.87,16.8,8.72,3.13,1,0
78,0,32.88,9.94,10.95,2.51,2,0
96,0,18.12,24.21,8.05,4.02,1,0
79,0,22.9,16.12,9.96,3.19,2,0
192,36,26.55,18.32,12.56,2.67,2,0
68,0,39.29,13.04,8.61,2.59,3,0
28,0,30.74,24.55,8.64,3.81,2,0
184,0,36.35,13.57,6.26,1.35,2,0
74,25,39.85,22.6,10.86,3.7,0,0
101,0,12.05,18.01,10.62,2.86,3,0
137,0,38.01,20.81,4.24,2.57,0,0
103,29,50.1,20.17,13.51,3.7,1,0
99,0,36.86,10.74,9.93,4.24,1,0
108,0,33.56,10.54,9.2,2.08,2,0
117,0,38.51,12.04,10.04,1.86,1,0
63,32,37.21,18.22,11.71,3.48,1,0
94,0,26.78,19.08,13.99,3,0,0
138,0,15.15,10.78,8.57,2.67,2,0
128,43,30.23,12.52,8.74,3.21,0,0
113,39,35.67,13.95,7.19,2.43,1,0
140,0,15.84,16.8,9.89,2.84,1,0
102,0,38.78,13.26,10.26,2.86,1,0
108,0,19.14,9.77,8,1.94,3,0
60,0,35.24,17.67,4.87,3.48,1,0
96,0,35.38,16.08,12.58,2,1,0
178,22,19.18,19.77,8.77,3.86,1,0
75,0,38.3,19.38,11.44,3.16,1,0
106,25,28.8,20.44,7.17,3.75,4,0
158,0,32.86,17.69,10.26,1.92,1,0
111,35,27.4,13.52,7.56,3.97,1,0
102,0,16.25,14.25,7.98,2.65,3,0
92,25,13.57,26.66,6.1,2.51,2,0
42,31,29.04,19.84,7.84,2.97,2,0
69,0,38.96,14.05,10.58,1.4,1,0
117,38,44.08,20.88,12.12,2.48,3,0
76,41,36.14,14.68,8.38,2.73,0,0
72,0,17.17,20.4,15.01,3,0,0
115,6,23.82,13.42,11.22,2.73,1,0
68,0,25.57,16.92,4.94,3.32,3,0
60,37,32.28,9.38,9.48,2.46,3,0
97,0,17.14,19.87,9.39,3.4,2,0
92,0,23.48,14.93,8.67,2.7,3,0
178,0,30.55,23.51,7.64,2.73,3,0
90,30,32.52,21.85,8,2.97,1,0
72,0,28.61,18.05,9.01,3.24,2,0
73,0,23.39,15.27,7.78,2.89,1,1
54,0,43.42,1.9,6.87,3,0,0
161,0,28.25,23.75,8.15,3.62,1,0
125,0,26.98,13.23,11.07,2.24,2,1
194,0,43.91,26.01,10.88,3.67,1,1
69,40,13.09,13.74,8.49,3.38,1,0
141,33,28.63,15.73,9.9,2.97,2,0
98,0,52.22,11.78,17.17,2.75,2,1
110,0,29.85,20.1,8.77,2.57,0,0
70,0,28.75,18.68,8.71,2.89,3,0
72,0,32.42,20.54,12.51,1.19,1,0
66,0,40.73,19.58,6.89,2.32,1,0
79,0,20.62,24.04,5.54,2,1,0
61,0,35.43,27.72,9.09,2.73,1,1
97,0,39.2,22.21,7.07,1.84,0,0
63,0,19.13,17.95,10.24,3,0,0
77,36,29.27,13.74,11.69,3.19,2,0
73,0,33.2,8.23,10.94,4.37,1,0
105,0,28.51,19.9,7.64,1.86,3,0
159,0,30.62,16.44,11.3,3.62,0,0
83,0,22.03,16.12,9.86,2.65,2,0
93,0,36.64,19.63,6.48,3.56,0,0
106,22,37.16,20.77,5.96,2.46,1,0
98,0,36.02,19.09,10.49,2.67,2,0
163,0,13.94,10.64,7.71,2.16,1,0
169,22,25.35,17.61,11.94,3.08,2,0
111,0,51.78,13.4,8.47,3.35,1,1
163,0,47.21,9.8,7.66,2.81,0,0
57,0,26.38,18.2,10.85,2.03,1,0
117,0,33.75,15.28,10.53,2.86,0,0
85,0,35.55,9.41,5.1,3.46,1,0
132,0,34,12.72,6.17,5.1,1,0
190,0,33.34,19.41,10.96,2.05,3,0
39,0,20.67,22.75,4.49,1.92,1,0
84,0,34.7,13.97,7.43,0,1,0
71,0,36.06,20.05,9.35,3.05,4,0
114,0,30.31,15,8.42,3.73,1,0
135,0,30.91,13.57,10.46,1.89,0,0
93,0,20.5,17.47,8.21,2.59,2,0
82,0,29.31,11.19,8.23,2.38,1,0
64,0,27.3,14.61,4.73,1.97,0,1
76,12,16.73,15.94,7.97,4.08,1,0
112,0,18.53,18.08,9.37,2.13,1,0
113,0,20.81,19.02,12.04,3.13,3,0
137,0,24.57,14.22,7.88,1.65,5,1
128,0,17.43,15.06,10.17,2.35,1,0
84,0,46.6,12.25,12.07,2.67,2,0
140,0,32.83,22.13,10.86,3.59,2,0
106,0,31.08,16.46,9.88,2.08,2,0
166,32,25.23,14.5,9.07,3.05,1,0
137,0,12.89,21.84,9.2,2.84,2,0
161,0,33.66,15.84,9.86,2.51,1,0
120,0,43.04,17.92,11.43,2.57,5,1
187,25,33.98,11.44,9.47,3.16,3,0
102,25,31.88,23.15,9.74,3.16,2,0
82,0,31.21,25.8,8.54,2.78,0,0
100,21,14.64,16.14,9.06,3.16,0,0
45,0,21.56,13.41,7.12,2.97,3,0
114,0,18.41,14.31,6.89,2.46,1,0
43,0,27.29,20.04,5.03,3.73,1,1
103,0,25.04,13.46,8.72,2.97,2,0
57,0,28.07,20.47,12.47,2.57,2,0
52,31,20.77,11.82,6.39,1.54,3,0
74,0,26.57,23.21,9.71,2.43,3,0
74,46,47.21,22.95,7.44,2.81,1,0
40,21,25.06,22.34,9.09,2.94,0,0
83,0,38.83,13.88,11.16,2.11,1,0
102,0,31.38,14.18,10.13,1.84,1,0
92,0,14.89,14.65,6.9,2.16,1,0
79,25,37.23,20.56,9.15,1.51,4,0
110,0,37.55,23.77,10.79,3.65,1,1
69,27,32.03,27.25,7.28,2.62,1,0
56,0,43.32,16.49,8.38,3.65,4,0
133,0,57.53,19.94,11.92,4,3,1
119,37,28.59,24.08,10.97,2.89,1,0
131,0,24.33,11.74,8.97,2.4,3,0
60,20,20.11,21.57,7.78,2.54,1,0
118,0,43.61,11.5,9.37,2.03,0,0
92,0,31.6,18.43,10.4,2.3,1,0
52,0,37.23,12.66,6.83,3.21,3,0
135,18,30.62,12.96,11.62,3.43,1,0
107,0,19.53,20.37,7.44,3.4,2,0
110,0,26.96,17.37,8.21,3.05,2,0
109,36,41.51,16.97,6.5,4.16,2,1
90,0,30.6,19.5,7.3,3.56,1,0
117,0,40.83,15.97,6.87,1.89,3,0
57,0,39.85,13.2,5.87,2.54,1,0
115,0,23.02,11.8,9.38,1.46,1,0
73,0,46.31,21.44,11.49,2.94,1,1
127,0,44.69,14.95,9.09,2.03,1,0
79,0,11.34,17.34,11.46,4.08,1,0
33,33,37.64,23.47,10.03,2.73,1,0
110,0,22.97,19.32,7.92,3.56,1,1
133,0,40.94,17.23,9.58,2.08,1,0
145,0,28.99,17.55,8.74,2.65,3,0
47,40,26.91,18.12,5.54,3.78,2,0
53,24,34.29,21.39,13.38,2.13,0,0
148,0,28.7,21.09,11.28,2.86,1,0
72,0,24.12,15.99,5.18,3.24,2,0
96,0,31.04,16.03,6.2,2.57,5,1
113,28,44.95,18.94,9.62,2.7,1,0
55,0,34.63,19.57,5.41,2.54,3,0
143,0,32.57,8.89,8.81,2.89,3,0
60,0,23.19,18.69,4.49,1.89,0,0
90,30,28.59,18.78,10.09,2.21,0,0
170,34,21.3,20.45,10.95,1.89,3,0
65,0,37.04,20.3,8.75,1.78,0,0
93,0,33.68,20.07,5.73,3.4,2,0
117,15,30.4,24.32,10.32,1.92,1,0
96,18,44.69,16.17,13.21,3.19,3,0
101,0,27.98,17.42,6.14,3.11,0,0
60,0,33.49,18.63,4.63,3.4,1,0
157,0,17.49,19.47,8.94,3.67,1,0
89,0,24.51,14,12.56,3.27,4,1
96,26,21.51,10.52,13.88,3.54,2,0
91,0,23.77,13.35,9.84,3.67,3,0
104,0,23.75,16.98,8.52,2.78,2,0
40,0,52.6,23.06,8.87,3.02,3,1
161,0,27.13,18.07,6.81,3.4,5,1
131,29,40.75,18.09,8.45,2.84,1,0
131,0,33.25,20.83,4.71,3.56,2,0
79,0,27.39,14.5,12.35,2.05,2,0
130,22,29.56,19.96,5.48,2.27,1,0
161,0,28.12,17.82,12.18,2.84,4,0
108,28,37.62,13.26,7.17,2.35,0,0
69,0,30.06,16.66,10.47,3.54,1,1
80,0,33.32,20.21,9.9,3.75,1,0
146,0,29.63,17.06,12.65,3.13,4,0
143,0,31.77,16.7,9.69,3.32,4,0
114,0,19.65,13.87,11.31,2.62,2,1
113,0,26.93,12.09,7.86,4.02,0,0
